,time,temp,humid,CO2
1,2018-03-07T11:24:26.293Z,29.5,3100,657
1,2018-03-07T11:24:41.151Z,29.52,3102,648
1,2018-03-07T11:24:55.992Z,29.52,3100,653
1,2018-03-07T11:35:53.585Z,29.5,3114,621
1,2018-03-07T11:39:03.528Z,29.35,3148,646
1,2018-03-07T11:39:18.471Z,29.38,3150,644
1,2018-03-07T11:40:31.912Z,29.4,3150,642
1,2018-03-07T11:40:46.677Z,29.4,3150,641
1,2018-03-07T11:42:01.921Z,29.4,3152,644
1,2018-03-07T11:42:16.624Z,29.43,3143,646
1,2018-03-07T11:43:38.027Z,29.5,3140,605
1,2018-03-07T11:44:52.219Z,29.5,3130,531
1,2018-03-07T11:46:06.104Z,29.5,3128,501
1,2018-03-07T11:47:18.945Z,29.55,3126,646
1,2018-03-07T11:47:35.237Z,29.56,3155,641
1,2018-03-07T11:47:50.039Z,29.5,3126,641
1,2018-03-07T11:49:02.324Z,29.56,3130,640
1,2018-03-07T11:50:25.163Z,29.57,3124,573
1,2018-03-07T11:51:37.522Z,29.6,3142,533
1,2018-03-07T11:52:51.031Z,29.6,3120,513
1,2018-03-07T11:54:06.059Z,29.62,3130,552
1,2018-03-07T11:55:18.996Z,29.6,3114,615
1,2018-03-07T11:56:32.675Z,29.6,3120,598
1,2018-03-07T11:57:45.739Z,29.54,3132,613
1,2018-03-07T11:58:00.357Z,29.54,3134,617
1,2018-03-07T11:59:14.931Z,29.52,3146,627
1,2018-03-07T12:00:28.716Z,29.52,3136,639
1,2018-03-07T12:01:42.595Z,29.5,3143,633
1,2018-03-07T12:02:56.324Z,29.52,3141,475
1,2018-03-07T12:05:15.485Z,29.6,3156,612
1,2018-03-07T12:05:30.412Z,29.62,3166,599
1,2018-03-07T14:51:26.282Z,25.6,4420,545
1,2018-03-07T14:53:37.192Z,26,4354,863
1,2018-03-07T14:54:50.643Z,26.14,4337,658
1,2018-03-07T14:57:09.993Z,26.4,4382,891
1,2018-03-07T14:57:24.615Z,26.4,4402,826
1,2018-03-07T14:57:39.241Z,26.4,4364,799
1,2018-03-07T14:59:51.053Z,26.5,4450,906
1,2018-03-07T15:01:04.191Z,26.5,4384,905
1,2018-03-07T15:01:18.803Z,26.5,4392,900
1,2018-03-07T15:01:33.433Z,26.5,4403,914
1,2018-03-07T15:01:48.090Z,26.5,4371,908
1,2018-03-07T15:17:39.812Z,26.5,4408,947
1,2018-03-07T15:17:54.412Z,26.5,4374,939
1,2018-03-07T15:18:09.112Z,26.5,4376,923
1,2018-03-07T15:20:20.695Z,26.5,4232,846
1,2018-03-07T15:20:35.399Z,26.5,4215,754
1,2018-03-07T15:20:50.040Z,26.5,4214,694
1,2018-03-07T15:21:04.668Z,26.5,4216,704
1,2018-03-07T15:32:04.608Z,26.5,4258,888
1,2018-03-07T15:32:19.310Z,26.43,4287,890
1,2018-03-07T15:33:32.440Z,26.3,4294,821
1,2018-03-07T15:34:47.678Z,26.3,4324,773
1,2018-03-07T15:35:02.638Z,26.3,4333,772
1,2018-03-07T15:35:18.263Z,26.3,4330,777
1,2018-03-07T15:35:32.980Z,26.3,4312,775
1,2018-03-07T15:45:29.040Z,26.71,4218,832
1,2018-03-07T15:47:41.143Z,26.3,4337,825
1,2018-03-07T15:49:53.946Z,26.3,4330,771
1,2018-03-07T15:51:08.394Z,26.3,4330,869
1,2018-03-07T15:56:23.727Z,26.4,4296,795
1,2018-03-07T15:57:36.724Z,26.4,4294,792
1,2018-03-07T15:57:51.492Z,26.4,4282,797
1,2018-03-07T15:58:06.344Z,26.4,4278,790
1,2018-03-07T15:58:21.048Z,26.4,4271,785
1,2018-03-07T16:08:19.362Z,26.66,4160,680
1,2018-03-07T16:08:34.082Z,26.56,4180,689
1,2018-03-07T16:08:48.806Z,26.48,4194,681
1,2018-03-07T16:09:03.437Z,26.4,4212,680
1,2018-03-07T16:19:14.942Z,26.3,4233,632
1,2018-03-07T16:20:28.152Z,26,4290,572
1,2018-03-07T16:20:42.853Z,26,4304,594
1,2018-03-07T16:21:55.784Z,25.9,4344,618
1,2018-03-07T16:23:08.851Z,25.86,4360,625
1,2018-03-07T16:24:22.545Z,25.9,4350,621
1,2018-03-07T16:25:36.599Z,25.9,4352,621
1,2018-03-07T16:25:51.251Z,25.9,4336,621
1,2018-03-07T16:26:05.842Z,25.9,4330,621
1,2018-03-07T16:27:20.648Z,25.9,4322,605
1,2018-03-07T16:27:36.488Z,25.9,4310,597
1,2018-03-07T16:27:52.084Z,25.9,4300,597
1,2018-03-07T16:28:06.760Z,25.9,4310,596
1,2018-03-07T16:38:06.091Z,26.36,4214,658
1,2018-03-07T16:38:20.804Z,26.28,4235,693
1,2018-03-07T16:39:35.596Z,26,4318,648
1,2018-03-07T16:39:50.322Z,25.92,4320,653
1,2018-03-07T16:41:03.033Z,25.9,4330,598
1,2018-03-07T16:41:17.748Z,25.9,4332,525
1,2018-03-07T16:42:30.789Z,25.82,4342,588
1,2018-03-07T16:43:54.548Z,25.9,4340,734
1,2018-03-07T16:45:07.529Z,25.9,4328,583
1,2018-03-07T16:45:22.226Z,25.9,4320,580
1,2018-03-07T16:45:36.888Z,25.9,4326,578
1,2018-03-07T16:45:51.621Z,25.9,4330,577
1,2018-03-07T16:55:53.178Z,26.25,4190,563
1,2018-03-07T16:58:03.579Z,25.7,4332,595
1,2018-03-07T16:58:18.265Z,25.7,4344,597
1,2018-03-07T16:58:32.920Z,25.7,4354,595
1,2018-03-07T17:00:43.473Z,25.6,4365,594
1,2018-03-07T17:00:58.724Z,25.6,4382,594
1,2018-03-07T17:01:13.380Z,25.6,4370,593
1,2018-03-07T17:01:28.010Z,25.6,4371,593
1,2018-03-07T17:11:39.336Z,26.06,4226,620
1,2018-03-07T17:11:54.283Z,25.98,4250,628
1,2018-03-07T17:12:09.057Z,25.9,4262,617
1,2018-03-07T17:12:24.646Z,25.9,4283,615
1,2018-03-07T17:22:36.924Z,25.9,4264,604
1,2018-03-07T17:23:49.240Z,25.6,4332,612
1,2018-03-07T17:26:08.488Z,25.5,4360,641
1,2018-03-07T17:28:18.696Z,25.5,4360,582
1,2018-03-07T17:28:33.421Z,25.5,4374,583
1,2018-03-07T17:28:49.076Z,25.5,4362,582
1,2018-03-07T17:29:03.681Z,25.5,4360,582
1,2018-03-07T17:41:00.402Z,25.5,4310,597
1,2018-03-07T17:41:15.092Z,25.5,4312,598
1,2018-03-07T17:41:29.840Z,25.5,4318,595
1,2018-03-07T17:41:44.616Z,25.5,4320,583
1,2018-03-07T17:51:57.146Z,25.84,4190,580
1,2018-03-07T17:54:09.053Z,25.42,4285,581
1,2018-03-07T18:04:25.962Z,25.2,4320,702
1,2018-03-07T18:04:40.581Z,25.2,4320,673
1,2018-03-07T18:04:55.150Z,25.2,4332,655
1,2018-03-07T18:05:09.791Z,25.2,4324,642
1,2018-03-07T18:22:20.464Z,25.12,4324,534
1,2018-03-07T18:24:30.643Z,25.1,4328,535
1,2018-03-07T18:26:42.923Z,25.1,4333,563
1,2018-03-07T18:32:58.299Z,25.2,4302,534
1,2018-03-07T18:34:10.552Z,25.3,4276,573
1,2018-03-07T18:34:25.243Z,25.3,4266,597
1,2018-03-07T18:34:39.846Z,25.3,4274,610
1,2018-03-07T18:34:54.528Z,25.3,4268,622
1,2018-03-07T18:45:08.450Z,25.58,4132,521
1,2018-03-07T18:45:23.295Z,25.5,4140,656
1,2018-03-07T18:45:37.934Z,25.44,4156,654
1,2018-03-07T18:46:53.196Z,25.16,4220,645
1,2018-03-07T18:47:08.995Z,25.1,4236,596
1,2018-03-07T18:47:24.243Z,25.1,4246,651
1,2018-03-07T18:47:38.861Z,25.1,4252,656
1,2018-03-07T18:58:47.857Z,25.24,4200,523
1,2018-03-07T18:59:02.804Z,25.2,4214,517
1,2018-03-07T18:59:17.453Z,25.2,4210,517
1,2018-03-07T18:59:32.142Z,25.12,4212,515
1,2018-03-07T19:10:37.668Z,25.2,4160,517
1,2018-03-07T19:10:52.493Z,25.12,4176,518
1,2018-03-07T19:11:07.344Z,25.1,4192,517
1,2018-03-07T19:11:22.124Z,25.04,4206,514
1,2018-03-07T19:21:40.648Z,25.3,4100,592
1,2018-03-07T19:21:55.267Z,25.25,4104,641
1,2018-03-07T19:22:10.318Z,25.2,4134,642
1,2018-03-07T19:22:24.960Z,25.12,4152,644
1,2018-03-07T19:32:38.242Z,25.28,4096,642
1,2018-03-07T19:32:52.848Z,25.18,4104,643
1,2018-03-07T19:34:06.007Z,24.9,4168,642
1,2018-03-07T19:34:20.788Z,24.9,4178,641
1,2018-03-07T19:35:33.841Z,24.78,4218,540
1,2018-03-09T01:06:24.284Z,30,2000,50
1,2018-03-09T01:06:35.988Z,30,2000,50
1,2018-03-09T01:06:47.619Z,30,2000,50
1,2018-03-09T01:06:59.366Z,30,2000,50
1,2018-03-09T02:00:45.950Z,30,2000,50
1,2018-03-09T02:00:58.599Z,30,2000,50
1,2018-03-09T02:01:10.379Z,30,2000,50
1,2018-03-09T02:09:40.430Z,30,2000,50
1,2018-03-09T02:09:52.553Z,30,2000,50
1,2018-03-09T02:10:04.259Z,30,2000,50
1,2018-03-09T02:10:16.925Z,30,2000,50
1,2018-03-12T04:11:16.446Z,27.32,4320,2973
1,2018-03-12T04:11:28.912Z,27.32,3932,2178
1,2018-03-12T04:25:11.020Z,28.9,3515,808
1,2018-03-12T04:25:23.516Z,28.84,3467,822
